Address	Length	Type	String
.rdata:00007FFA4FAEAFA0	00000023	C	[popup] OpenPopup(\"%s\" -> 0x%08X)\n
.rdata:00007FFA4FAEAFC8	0000001D	C	[popup] OpenPopupEx(0x%08X)\n
.rdata:00007FFA4FAEAFE8	00000025	C	[popup] ClosePopupsOverWindow(\"%s\")\n
.rdata:00007FFA4FAEB010	00000047	C	[popup] ClosePopupToLevel(%d), restore_focus_to_window_under_popup=%d\n
.rdata:00007FFA4FAEB058	00000024	C	[popup] CloseCurrentPopup %d -> %d\n
.rdata:00007FFA4FAEB080	0000000D	C	##Popup_%08x
.rdata:00007FFA4FAEB090	0000001C	C	[focus] SetNavWindow(\"%s\")\n
.rdata:00007FFA4FAEB0B0	0000003A	C	[focus] NavRestoreLayer: from \"%s\" to SetNavWindow(\"%s\")\n
.rdata:00007FFA4FAEB0F0	00000054	C	[nav] NavInitRequest: from NavInitWindow(), init_for_nav=%d, window=\"%s\", layer=%d\n
.rdata:00007FFA4FAEB150	00000049	C	[nav] NavInitRequest: ApplyResult: NavID 0x%08X in Layer %d Window \"%s\"\n
.rdata:00007FFA4FAEB1A0	00000020	C	[nav] NavMoveRequestForward %d\n
.rdata:00007FFA4FAEB1C0	00000038	C	[nav] NavInitRequest: from move, window \"%s\", layer=%d\n
.rdata:00007FFA4FAEB1F8	00000039	C	[nav] NavMoveRequest: clamp NavRectRel for gamepad move\n
.rdata:00007FFA4FAEB238	00000031	C	[nav] NavMoveSubmitted but not led to a result!\n
.rdata:00007FFA4FAEB270	0000002C	C	[focus] NavMoveRequest: SetNavWindow(\"%s\")\n
.rdata:00007FFA4FAEB2A0	00000043	C	[nav] NavMoveRequest: result NavID 0x%08X in Layer %d Window \"%s\"\n
.rdata:00007FFA4FAEB2E8	00000020	C	[nav] NavUpdateCancelRequest()\n
.rdata:00007FFA4FAEB309	00000015	C	##NavUpdateWindowing
.rdata:00007FFA4FAEB320	0000000E	C	##MainMenuBar
.rdata:00007FFA4FAEB330	0000000C	C	(Dock node)
.rdata:00007FFA4FAEB341	00000013	C	##NavWindowingList
.rdata:00007FFA4FAEB358	00000008	C	%*s%.*s
.rdata:00007FFA4FAEB370	0000000A	C	Pos=%i,%i
.rdata:00007FFA4FAEB380	0000000B	C	Size=%i,%i
.rdata:00007FFA4FAEB390	00000012	C	ViewportId=0x%08X
.rdata:00007FFA4FAEB3A8	00000012	C	ViewportPos=%i,%i
.rdata:00007FFA4FAEB3C0	0000000D	C	Collapsed=%d
.rdata:00007FFA4FAEB3D0	0000000F	C	DockId=0x%X,%d
.rdata:00007FFA4FAEB3E0	0000000C	C	DockId=0x%X
.rdata:00007FFA4FAEB3F0	0000000D	C	ClassId=0x%X
.rdata:00007FFA4FAEB400	0000000A	C	[%s][%s]\n
.rdata:00007FFA4FAEB410	00000013	C	ViewportPos=%d,%d\n
.rdata:00007FFA4FAEB428	00000013	C	ViewportId=0x%08X\n
.rdata:00007FFA4FAEB440	0000000B	C	Pos=%d,%d\n
.rdata:00007FFA4FAEB450	0000000C	C	Size=%d,%d\n
.rdata:00007FFA4FAEB460	0000000E	C	Collapsed=%d\n
.rdata:00007FFA4FAEB470	0000000F	C	DockId=0x%08X\n
.rdata:00007FFA4FAEB480	00000012	C	DockId=0x%08X,%d\n
.rdata:00007FFA4FAEB498	00000010	C	ClassId=0x%08X\n
.rdata:00007FFA4FAEB4B0	00000052	C	[viewport] Focused viewport changed %08X -> %08X, attempting to apply our focus.\n
.rdata:00007FFA4FAEB508	00000023	C	[viewport] Add Viewport %08X '%s'\n
.rdata:00007FFA4FAEB530	00000026	C	[viewport] Delete Viewport %08X '%s'\n
.rdata:00007FFA4FAEB558	0000003D	C	[viewport] Window '%s' steal Viewport %08X from Window '%s'\n
.rdata:00007FFA4FAEB598	0000002E	C	[viewport] Destroy Platform Window %08X '%s'\n
.rdata:00007FFA4FAEB5C8	00000010	C	##DockNode_%02X
.rdata:00007FFA4FAEB5D8	00000008	C	Docking
.rdata:00007FFA4FAEB5E0	00000023	C	[docking] DockContextRebuildNodes\n
.rdata:00007FFA4FAEB608	00000025	C	[docking] DockContextAddNode 0x%08X\n
.rdata:00007FFA4FAEB630	00000028	C	[docking] DockContextRemoveNode 0x%08X\n
.rdata:00007FFA4FAEB658	0000003D	C	[docking] DockContextPruneUnusedSettingsNodes: Prune 0x%08X\n
.rdata:00007FFA4FAEB6A0	00000059	C	[docking] DockContextProcessDock node 0x%08X target '%s' dock window '%s', split_dir %d\n
.rdata:00007FFA4FAEB700	0000003C	C	[docking] DockContextProcessDock node 0x%08X, split_dir %d\n
.rdata:00007FFA4FAEB740	00000059	C	[docking] DockContextProcessUndockWindow window '%s', clear_persistent_docking_ref = %d\n
.rdata:00007FFA4FAEB7A0	00000032	C	[docking] DockContextProcessUndockNode node %08X\n
.rdata:00007FFA4FAEB7D8	00000035	C	[docking] DockNodeAddWindow node 0x%08X window '%s'\n
.rdata:00007FFA4FAEB810	00000038	C	[docking] DockNodeRemoveWindow node 0x%08X window '%s'\n
.rdata:00007FFA4FAEB850	00000042	C	[viewport] Node %08X transfer Viewport %08X->%08X to Window '%s'\n
.rdata:00007FFA4FAEB898	0000000C	C	#WindowMenu
.rdata:00007FFA4FAEB8A8	0000000D	C	 (will sort)
.rdata:00007FFA4FAEB8B8	00000034	C	[docking] In node 0x%08X: %d new appearing tabs:%s\n
.rdata:00007FFA4FAEB8F0	0000001F	C	[docking] - Tab '%s' Order %d\n
.rdata:00007FFA4FAEB910	0000000A	C	#TITLEBAR
.rdata:00007FFA4FAEB920	00000046	C	[docking] DockNodeTreeMerge: 0x%08X + 0x%08X back into parent 0x%08X\n
.rdata:00007FFA4FAEB968	0000000B	C	##Splitter
.rdata:00007FFA4FAEB978	0000000A	C	DockSpace
.rdata:00007FFA4FAEB990	00000046	C	[docking] DockSettingsRenameNodeReferences: from 0x%08X -> to 0x%08X\n
.rdata:00007FFA4FAEB9E0	00000009	C	DockNode
.rdata:00007FFA4FAEB9F0	0000000C	C	ID=0x%08X%n
.rdata:00007FFA4FAEBA00	00000011	C	 Parent=0x%08X%n
.rdata:00007FFA4FAEBA18	00000011	C	 Window=0x%08X%n
.rdata:00007FFA4FAEBA30	0000000D	C	 Pos=%i,%i%n
.rdata:00007FFA4FAEBA40	0000000E	C	 Size=%i,%i%n
.rdata:00007FFA4FAEBA50	00000011	C	 SizeRef=%i,%i%n
.rdata:00007FFA4FAEBA68	0000000C	C	 Split=%c%n
.rdata:00007FFA4FAEBA78	0000000F	C	 NoResize=%d%n
.rdata:00007FFA4FAEBA88	00000012	C	 CentralNode=%d%n
.rdata:00007FFA4FAEBAA0	0000000F	C	 NoTabBar=%d%n
.rdata:00007FFA4FAEBAB0	00000013	C	 HiddenTabBar=%d%n
.rdata:00007FFA4FAEBAC8	00000019	C	 NoWindowMenuButton=%d%n
.rdata:00007FFA4FAEBAE8	00000014	C	 NoCloseButton=%d%n
.rdata:00007FFA4FAEBB00	00000013	C	 Selected=0x%08X%n
.rdata:00007FFA4FAEBB18	0000000C	C	[%s][Data]\n
.rdata:00007FFA4FAEBB28	0000000A	C	DockNode 
.rdata:00007FFA4FAEBB38	00000009	C	%*s%s%*s
.rdata:00007FFA4FAEBB48	0000000B	C	 ID=0x%08X
.rdata:00007FFA4FAEBB58	0000001D	C	 Parent=0x%08X SizeRef=%d,%d
.rdata:00007FFA4FAEBB78	0000000F	C	 Window=0x%08X
.rdata:00007FFA4FAEBB88	00000016	C	 Pos=%d,%d Size=%d,%d
.rdata:00007FFA4FAEBBA0	0000000A	C	 Split=%c
.rdata:00007FFA4FAEBBB0	0000000C	C	 NoResize=1
.rdata:00007FFA4FAEBBC0	0000000F	C	 CentralNode=1
.rdata:00007FFA4FAEBBD0	0000000C	C	 NoTabBar=1
.rdata:00007FFA4FAEBBE0	00000010	C	 HiddenTabBar=1
.rdata:00007FFA4FAEBBF0	00000016	C	 NoWindowMenuButton=1
.rdata:00007FFA4FAEBC08	00000011	C	 NoCloseButton=1
.rdata:00007FFA4FAEBC20	00000011	C	 Selected=0x%08X
.rdata:00007FFA4FAEBC38	0000000B	C	 ; in '%s'
.rdata:00007FFA4FAEBC48	0000000D	C	 ; contains 
.rdata:00007FFA4FAEBC58	00000006	C	'%s' 
.rdata:00007FFA4FAEBC68	00000008	C	[%05d] 
.rdata:00007FFA4FAEBC70	00000012	C	HoveredId: 0x%08X
.rdata:00007FFA4FAEBC88	0000001C	C	Press ESC to abort picking.
.rdata:00007FFA4FAEBCAC	00000006	C	Right
.rdata:00007FFA4FAEBCB4	00000007	C	Middle
.rdata:00007FFA4FAEBCC0	00000040	C	Remap w/ Ctrl+Shift: click anywhere to select new mouse button.
.rdata:00007FFA4FAEBD00	0000003C	C	Click %s Button to break in debugger! (remap w/ Ctrl+Shift)
.rdata:00007FFA4FAEBD48	0000000C	C	(void*)0x%p
.rdata:00007FFA4FAEBD58	00000012	C	0x%08X [override]
.rdata:00007FFA4FAEBDF4	00000006	C	%I64d
.rdata:00007FFA4FAEBE00	00000006	C	Table
.rdata:00007FFA4FAEBE08	00000006	C	Color
.rdata:00007FFA4FAEBE10	00000016	C	ProggyClean.ttf, %dpx
.rdata:00007FFA4FAEBE30	00000012	C	wglGetProcAddress
.rdata:00007FFA4FAEBE44	00000006	C	%d.%d
.rdata:00007FFA4FAEBE50	00000010	C	glActiveTexture
.rdata:00007FFA4FAEBE60	0000000F	C	glAttachShader
.rdata:00007FFA4FAEBE70	0000000D	C	glBindBuffer
.rdata:00007FFA4FAEBE80	0000000E	C	glBindSampler
.rdata:00007FFA4FAEBE90	0000000E	C	glBindTexture
.rdata:00007FFA4FAEBEA0	00000012	C	glBindVertexArray
.rdata:00007FFA4FAEBEB8	00000010	C	glBlendEquation
.rdata:00007FFA4FAEBEC8	00000018	C	glBlendEquationSeparate
.rdata:00007FFA4FAEBEE0	00000014	C	glBlendFuncSeparate
.rdata:00007FFA4FAEBEF8	0000000D	C	glBufferData
.rdata:00007FFA4FAEBF08	00000010	C	glBufferSubData
.rdata:00007FFA4FAEBF18	00000008	C	glClear
.rdata:00007FFA4FAEBF20	0000000D	C	glClearColor
.rdata:00007FFA4FAEBF30	00000010	C	glCompileShader
.rdata:00007FFA4FAEBF40	00000010	C	glCreateProgram
.rdata:00007FFA4FAEBF50	0000000F	C	glCreateShader
.rdata:00007FFA4FAEBF60	00000010	C	glDeleteBuffers
.rdata:00007FFA4FAEBF70	00000010	C	glDeleteProgram
.rdata:00007FFA4FAEBF80	0000000F	C	glDeleteShader
.rdata:00007FFA4FAEBF90	00000011	C	glDeleteTextures
.rdata:00007FFA4FAEBFA8	00000015	C	glDeleteVertexArrays
.rdata:00007FFA4FAEBFC0	0000000F	C	glDetachShader
.rdata:00007FFA4FAEBFD0	0000000A	C	glDisable
.rdata:00007FFA4FAEBFE0	0000001B	C	glDisableVertexAttribArray
.rdata:00007FFA4FAEC000	0000000F	C	glDrawElements
.rdata:00007FFA4FAEC010	00000019	C	glDrawElementsBaseVertex
.rdata:00007FFA4FAEC030	00000009	C	glEnable
.rdata:00007FFA4FAEC040	0000001A	C	glEnableVertexAttribArray
.rdata:00007FFA4FAEC060	00000008	C	glFlush
.rdata:00007FFA4FAEC068	0000000D	C	glGenBuffers
.rdata:00007FFA4FAEC078	0000000E	C	glGenTextures
.rdata:00007FFA4FAEC088	00000012	C	glGenVertexArrays
.rdata:00007FFA4FAEC0A0	00000014	C	glGetAttribLocation
.rdata:00007FFA4FAEC0B8	0000000B	C	glGetError
.rdata:00007FFA4FAEC0C8	0000000E	C	glGetIntegerv
.rdata:00007FFA4FAEC0D8	00000014	C	glGetProgramInfoLog
.rdata:00007FFA4FAEC0F0	0000000F	C	glGetProgramiv
.rdata:00007FFA4FAEC100	00000013	C	glGetShaderInfoLog
.rdata:00007FFA4FAEC118	0000000E	C	glGetShaderiv
.rdata:00007FFA4FAEC128	0000000C	C	glGetString
.rdata:00007FFA4FAEC138	0000000D	C	glGetStringi
.rdata:00007FFA4FAEC148	00000015	C	glGetUniformLocation
.rdata:00007FFA4FAEC160	0000001A	C	glGetVertexAttribPointerv
.rdata:00007FFA4FAEC180	00000014	C	glGetVertexAttribiv
.rdata:00007FFA4FAEC198	0000000C	C	glIsEnabled
.rdata:00007FFA4FAEC1A8	0000000C	C	glIsProgram
.rdata:00007FFA4FAEC1B8	0000000E	C	glLinkProgram
.rdata:00007FFA4FAEC1C8	0000000E	C	glPixelStorei
.rdata:00007FFA4FAEC1D8	0000000E	C	glPolygonMode
.rdata:00007FFA4FAEC1E8	0000000D	C	glReadPixels
.rdata:00007FFA4FAEC1F8	0000000A	C	glScissor
.rdata:00007FFA4FAEC208	0000000F	C	glShaderSource
.rdata:00007FFA4FAEC218	0000000D	C	glTexImage2D
.rdata:00007FFA4FAEC228	00000010	C	glTexParameteri
.rdata:00007FFA4FAEC238	0000000C	C	glUniform1i
.rdata:00007FFA4FAEC248	00000013	C	glUniformMatrix4fv
.rdata:00007FFA4FAEC260	0000000D	C	glUseProgram
.rdata:00007FFA4FAEC270	00000016	C	glVertexAttribPointer
.rdata:00007FFA4FAEC288	0000000B	C	glViewport
.rdata:00007FFA4FAEC298	00000025	C	Failed to initialize OpenGL loader!\n
.rdata:00007FFA4FAEC2C0	00000013	C	imgui_impl_opengl3
.rdata:00007FFA4FAEC2D8	0000000D	C	#version 130
.rdata:00007FFA4FAEC2E8	00000014	C	GL_ARB_clip_control
.rdata:00007FFA4FAEC300	00000053	C	ERROR: ImGui_ImplOpenGL3_CreateDeviceObjects: failed to compile %s! With GLSL: %s\n
.rdata:00007FFA4FAEC360	0000004F	C	ERROR: ImGui_ImplOpenGL3_CreateDeviceObjects: failed to link %s! With GLSL %s\n
.rdata:00007FFA4FAEC3B0	0000000C	C	#version %d
.rdata:00007FFA4FAEC3C0	000000F5	C	uniform mat4 ProjMtx;\nattribute vec2 Position;\nattribute vec2 UV;\nattribute vec4 Color;\nvarying vec2 Frag_UV;\nvarying vec4 Frag_Color;\nvoid main()\n{\n    Frag_UV = UV;\n    Frag_Color = Color;\n    gl_Position = ProjMtx * vec4(Position.xy,0,1);\n}\n
.rdata:00007FFA4FAEC4C0	000000D8	C	uniform mat4 ProjMtx;\nin vec2 Position;\nin vec2 UV;\nin vec4 Color;\nout vec2 Frag_UV;\nout vec4 Frag_Color;\nvoid main()\n{\n    Frag_UV = UV;\n    Frag_Color = Color;\n    gl_Position = ProjMtx * vec4(Position.xy,0,1);\n}\n
.rdata:00007FFA4FAEC5A0	00000131	C	precision highp float;\nlayout (location = 0) in vec2 Position;\nlayout (location = 1) in vec2 UV;\nlayout (location = 2) in vec4 Color;\nuniform mat4 ProjMtx;\nout vec2 Frag_UV;\nout vec4 Frag_Color;\nvoid main()\n{\n    Frag_UV = UV;\n    Frag_Color = Color;\n    gl_Position = ProjMtx * vec4(Position.xy,0,1);\n}\n
.rdata:00007FFA4FAEC6E0	0000011A	C	layout (location = 0) in vec2 Position;\nlayout (location = 1) in vec2 UV;\nlayout (location = 2) in vec4 Color;\nuniform mat4 ProjMtx;\nout vec2 Frag_UV;\nout vec4 Frag_Color;\nvoid main()\n{\n    Frag_UV = UV;\n    Frag_Color = Color;\n    gl_Position = ProjMtx * vec4(Position.xy,0,1);\n}\n
.rdata:00007FFA4FAEC800	000000CC	C	#ifdef GL_ES\n    precision mediump float;\n#endif\nuniform sampler2D Texture;\nvarying vec2 Frag_UV;\nvarying vec4 Frag_Color;\nvoid main()\n{\n    gl_FragColor = Frag_Color * texture2D(Texture, Frag_UV.st);\n}\n
.rdata:00007FFA4FAEC8D0	000000A0	C	uniform sampler2D Texture;\nin vec2 Frag_UV;\nin vec4 Frag_Color;\nout vec4 Out_Color;\nvoid main()\n{\n    Out_Color = Frag_Color * texture(Texture, Frag_UV.st);\n}\n
.rdata:00007FFA4FAEC970	000000CF	C	precision mediump float;\nuniform sampler2D Texture;\nin vec2 Frag_UV;\nin vec4 Frag_Color;\nlayout (location = 0) out vec4 Out_Color;\nvoid main()\n{\n    Out_Color = Frag_Color * texture(Texture, Frag_UV.st);\n}\n
.rdata:00007FFA4FAECA40	000000B6	C	in vec2 Frag_UV;\nin vec4 Frag_Color;\nuniform sampler2D Texture;\nlayout (location = 0) out vec4 Out_Color;\nvoid main()\n{\n    Out_Color = Frag_Color * texture(Texture, Frag_UV.st);\n}\n
.rdata:00007FFA4FAECAF8	0000000E	C	vertex shader
.rdata:00007FFA4FAECB08	00000010	C	fragment shader
.rdata:00007FFA4FAECB18	0000000F	C	shader program
.rdata:00007FFA4FAECB28	00000008	C	Texture
.rdata:00007FFA4FAECB30	00000008	C	ProjMtx
.rdata:00007FFA4FAECB38	00000009	C	Position
.rdata:00007FFA4FAECB48	00000011	C	imgui_impl_win32
.rdata:00007FFA4FAECB60	0000000E	C	xinput1_4.dll
.rdata:00007FFA4FAECB70	0000000E	C	xinput1_3.dll
.rdata:00007FFA4FAECB80	00000010	C	xinput9_1_0.dll
.rdata:00007FFA4FAECB90	0000000E	C	xinput1_2.dll
.rdata:00007FFA4FAECBA0	0000000E	C	xinput1_1.dll
.rdata:00007FFA4FAECBB0	00000016	C	XInputGetCapabilities
.rdata:00007FFA4FAECBC8	0000000F	C	XInputGetState
.rdata:00007FFA4FAECBD8	0000000A	C	ntdll.dll
.rdata:00007FFA4FAECBE8	00000015	C	RtlVerifyVersionInfo
.rdata:00007FFA4FAECC00	0000000B	C	shcore.dll
.rdata:00007FFA4FAECC10	00000011	C	GetDpiForMonitor
.rdata:00007FFA4FAECC60	0000000A	C	0x%08X,%d
.rdata:00007FFA4FAECC70	0000000C	C	RefScale=%f
.rdata:00007FFA4FAECC80	0000000C	C	Column %d%n
.rdata:00007FFA4FAECC90	00000010	C	UserID=0x%08X%n
.rdata:00007FFA4FAECCA0	0000000B	C	Width=%d%n
.rdata:00007FFA4FAECCB0	0000000C	C	Weight=%f%n
.rdata:00007FFA4FAECCC0	0000000D	C	Visible=%d%n
.rdata:00007FFA4FAECCD0	0000000B	C	Order=%d%n
.rdata:00007FFA4FAECCE0	0000000C	C	Sort=%d%c%n
.rdata:00007FFA4FAECCF0	00000011	C	[%s][0x%08X,%d]\n
.rdata:00007FFA4FAECD08	0000000D	C	RefScale=%g\n
.rdata:00007FFA4FAECD18	0000000C	C	Column %-2d
.rdata:00007FFA4FAECD28	0000000D	C	 UserID=%08X
.rdata:00007FFA4FAECD38	0000000D	C	 Weight=%.4f
.rdata:00007FFA4FAECD48	0000000A	C	 Width=%d
.rdata:00007FFA4FAECD58	0000000C	C	 Visible=%d
.rdata:00007FFA4FAECD68	0000000A	C	 Order=%d
.rdata:00007FFA4FAECD78	0000000B	C	 Sort=%d%c
.rdata:00007FFA4FAECD90	00000009	C	#SCROLLX
.rdata:00007FFA4FAECDA0	00000009	C	#SCROLLY
.rdata:00007FFA4FAECDB1	0000000C	C	#ComboPopup
.rdata:00007FFA4FAECDC8	0000000D	C	##Combo_%02d
.rdata:00007FFA4FAECDD8	0000000F	C	*Unknown item*
.rdata:00007FFA4FAECE08	00000006	C	%I64u
.rdata:00007FFA4FAECE10	00000006	C	float
.rdata:00007FFA4FAECE18	00000007	C	double
.rdata:00007FFA4FAED3D5	00000005	C	&}PA_
.rdata:00007FFA4FAEDB2D	00000005	C	;x_Qw
.rdata:00007FFA4FAEDB96	00000006	C	jM}\r|i
.rdata:00007FFA4FAEDC17	00000006	C	X?WP\\!
.rdata:00007FFA4FAEDC41	00000005	C	l@^_?
.rdata:00007FFA4FAEDD83	00000005	C	`Hybx
.rdata:00007FFA4FAF534A	0000000F	C	VirtualProtect
.rdata:00007FFA4FAF535C	00000012	C	GetCurrentProcess
.rdata:00007FFA4FAF5370	0000000D	C	GetProcessId
.rdata:00007FFA4FAF5380	00000018	C	GetEnvironmentVariableA
.rdata:00007FFA4FAF539A	00000011	C	GetModuleHandleA
.rdata:00007FFA4FAF53AE	0000000C	C	OpenProcess
.rdata:00007FFA4FAF53BC	00000019	C	CreateToolhelp32Snapshot
.rdata:00007FFA4FAF53D8	0000000F	C	Process32NextW
.rdata:00007FFA4FAF53EA	0000001A	C	DisableThreadLibraryCalls
.rdata:00007FFA4FAF5406	00000010	C	Process32FirstW
.rdata:00007FFA4FAF5418	0000000C	C	CloseHandle
.rdata:00007FFA4FAF5426	0000000F	C	Module32FirstW
.rdata:00007FFA4FAF5438	0000000F	C	GetProcAddress
.rdata:00007FFA4FAF544A	00000011	C	GetConsoleWindow
.rdata:00007FFA4FAF545E	0000000E	C	Module32NextW
.rdata:00007FFA4FAF546E	00000014	C	MultiByteToWideChar
.rdata:00007FFA4FAF5484	0000000C	C	GlobalAlloc
.rdata:00007FFA4FAF5492	0000000B	C	GlobalFree
.rdata:00007FFA4FAF54A0	0000000B	C	GlobalLock
.rdata:00007FFA4FAF54AE	00000014	C	WideCharToMultiByte
.rdata:00007FFA4FAF54C4	0000000D	C	GlobalUnlock
.rdata:00007FFA4FAF54D4	0000000D	C	LoadLibraryA
.rdata:00007FFA4FAF54E4	0000000C	C	FreeLibrary
.rdata:00007FFA4FAF54F2	0000001A	C	QueryPerformanceFrequency
.rdata:00007FFA4FAF550E	00000014	C	VerSetConditionMask
.rdata:00007FFA4FAF5524	00000011	C	GetModuleHandleW
.rdata:00007FFA4FAF5538	00000018	C	QueryPerformanceCounter
.rdata:00007FFA4FAF5552	0000000E	C	GetSystemInfo
.rdata:00007FFA4FAF5562	0000000C	C	VirtualFree
.rdata:00007FFA4FAF5570	0000000D	C	VirtualAlloc
.rdata:00007FFA4FAF5580	00000006	C	Sleep
.rdata:00007FFA4FAF5586	0000000D	C	KERNEL32.dll
.rdata:00007FFA4FAF5596	0000000C	C	FindWindowA
.rdata:00007FFA4FAF55A4	00000012	C	SetWindowLongPtrA
.rdata:00007FFA4FAF55B8	0000000C	C	EnumWindows
.rdata:00007FFA4FAF55C6	0000000D	C	WindowFromDC
.rdata:00007FFA4FAF55D6	00000010	C	CallWindowProcA
.rdata:00007FFA4FAF55E8	00000011	C	GetAsyncKeyState
.rdata:00007FFA4FAF55FC	00000010	C	IsWindowVisible
.rdata:00007FFA4FAF560E	0000000A	C	GetWindow
.rdata:00007FFA4FAF561A	0000000C	C	GetKeyState
.rdata:00007FFA4FAF5628	00000019	C	GetWindowThreadProcessId
.rdata:00007FFA4FAF5644	00000011	C	SetClipboardData
.rdata:00007FFA4FAF5658	00000011	C	GetClipboardData
.rdata:00007FFA4FAF566C	0000000F	C	EmptyClipboard
.rdata:00007FFA4FAF567E	0000000F	C	CloseClipboard
.rdata:00007FFA4FAF5690	0000000E	C	OpenClipboard
.rdata:00007FFA4FAF56A0	0000000D	C	GetCursorPos
.rdata:00007FFA4FAF56B0	0000000A	C	ReleaseDC
.rdata:00007FFA4FAF56BC	0000000D	C	SetCursorPos
.rdata:00007FFA4FAF56CC	00000009	C	IsIconic
.rdata:00007FFA4FAF56D8	00000014	C	SetForegroundWindow
.rdata:00007FFA4FAF56EE	0000000F	C	ReleaseCapture
.rdata:00007FFA4FAF5700	00000010	C	IsWindowUnicode
.rdata:00007FFA4FAF5712	0000000E	C	GetClientRect
.rdata:00007FFA4FAF5722	0000000F	C	SetWindowLongW
.rdata:00007FFA4FAF5734	0000000A	C	SetCursor
.rdata:00007FFA4FAF5740	0000000B	C	SetCapture
.rdata:00007FFA4FAF574E	0000000C	C	LoadCursorW
.rdata:00007FFA4FAF575C	00000011	C	BringWindowToTop
.rdata:00007FFA4FAF5770	00000009	C	SetFocus
.rdata:00007FFA4FAF577C	0000001B	C	SetLayeredWindowAttributes
.rdata:00007FFA4FAF579A	00000014	C	GetForegroundWindow
.rdata:00007FFA4FAF57B0	00000010	C	TrackMouseEvent
.rdata:00007FFA4FAF57C2	00000008	C	IsChild
.rdata:00007FFA4FAF57CC	0000000F	C	ClientToScreen
.rdata:00007FFA4FAF57DE	00000010	C	GetMonitorInfoW
.rdata:00007FFA4FAF57F0	0000000B	C	GetCapture
.rdata:00007FFA4FAF57FE	0000000B	C	ShowWindow
.rdata:00007FFA4FAF580C	00000010	C	WindowFromPoint
.rdata:00007FFA4FAF581E	00000011	C	RegisterClassExW
.rdata:00007FFA4FAF5832	0000000F	C	SetWindowTextW
.rdata:00007FFA4FAF5844	00000011	C	UnregisterClassW
.rdata:00007FFA4FAF5858	0000000F	C	ScreenToClient
.rdata:00007FFA4FAF586A	00000010	C	CreateWindowExW
.rdata:00007FFA4FAF587C	00000014	C	EnumDisplayMonitors
.rdata:00007FFA4FAF5892	00000012	C	SetWindowLongPtrW
.rdata:00007FFA4FAF58A6	00000012	C	MonitorFromWindow
.rdata:00007FFA4FAF58BA	0000000D	C	SetWindowPos
.rdata:00007FFA4FAF58CA	00000006	C	GetDC
.rdata:00007FFA4FAF58D2	0000000E	C	DestroyWindow
.rdata:00007FFA4FAF58E2	00000014	C	GetMessageExtraInfo
.rdata:00007FFA4FAF58F8	00000013	C	AdjustWindowRectEx
.rdata:00007FFA4FAF590E	0000000F	C	DefWindowProcW
.rdata:00007FFA4FAF5920	0000000F	C	GetWindowLongW
.rdata:00007FFA4FAF5930	0000000B	C	USER32.dll
.rdata:00007FFA4FAF593E	0000000E	C	GetDeviceCaps
.rdata:00007FFA4FAF594C	0000000A	C	GDI32.dll
.rdata:00007FFA4FAF5958	0000000A	C	inet_pton
.rdata:00007FFA4FAF5962	0000000B	C	WS2_32.dll
.rdata:00007FFA4FAF5970	00000016	C	_Query_perf_frequency
.rdata:00007FFA4FAF5988	00000018	C	??1_Lockit@std@@QEAA@XZ
.rdata:00007FFA4FAF59A2	00000019	C	??0_Lockit@std@@QEAA@H@Z
.rdata:00007FFA4FAF59BE	00000039	C	?cout@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A
.rdata:00007FFA4FAF59FA	00000032	C	?_Getgloballocale@locale@std@@CAPEAV_Locimp@12@XZ
.rdata:00007FFA4FAF5A2E	00000020	C	?uncaught_exception@std@@YA_NXZ
.rdata:00007FFA4FAF5A50	00000038	C	?cin@std@@3V?$basic_istream@DU?$char_traits@D@std@@@1@A
.rdata:00007FFA4FAF5A8A	00000039	C	?cerr@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A
.rdata:00007FFA4FAF5AC6	00000030	C	?id@?$codecvt@DDU_Mbstatet@@@std@@2V0locale@2@A
.rdata:00007FFA4FAF5AF8	00000025	C	?_Fiopen@std@@YAPEAU_iobuf@@PEBDHH@Z
.rdata:00007FFA4FAF5B20	0000001B	C	?_Random_device@std@@YAIXZ
.rdata:00007FFA4FAF5B3E	0000001F	C	?_Xlength_error@std@@YAXPEBD@Z
.rdata:00007FFA4FAF5B60	0000000C	C	_Thrd_sleep
.rdata:00007FFA4FAF5B6E	00000014	C	_Query_perf_counter
.rdata:00007FFA4FAF5B84	00000011	C	_Xtime_get_ticks
.rdata:00007FFA4FAF5B98	0000003F	C	?snextc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHXZ
.rdata:00007FFA4FAF5BDA	0000003F	C	?_Ipfx@?$basic_istream@DU?$char_traits@D@std@@@std@@QEAA_N_N@Z
.rdata:00007FFA4FAF5C1C	0000004B	C	?_Getcat@?$codecvt@DDU_Mbstatet@@@std@@SA_KPEAPEBVfacet@locale@2@PEBV42@@Z
.rdata:00007FFA4FAF5C6A	00000045	C	?sputn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAA_JPEBD_J@Z
.rdata:00007FFA4FAF5CB2	00000041	C	?put@?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAAAEAV12@D@Z
.rdata:00007FFA4FAF5CF6	00000039	C	?widen@?$basic_ios@DU?$char_traits@D@std@@@std@@QEBADD@Z
